order_id,customer_id,order_date,payment_method,order_status,Customer_ID_Status
O00971,C0549,28-11-2025,Credit Card,Delivered,Valid
O00972,C0254,28-07-2025,Debit Card,Delivered,Valid
O00973,C0521,26-04-2026,COD,Delivered,Valid
O00974,C0745,11-08-2025,COD,Returned,Valid
O00975,C0630,03-08-2025,Credit Card,Delivered,Valid
O00976,C0398,20-07-2026,Net Banking,Delivered,Valid
O00977,C0511,23-03-2026,COD,Delivered,Valid
O00978,C0330,30-06-2026,Debit Card,Delivered,Valid
O00979,C0712,05-03-2026,COD,Delivered,Valid
O00980,C0275,24-04-2026,COD,Cancelled,Valid
O00981,C0598,29-05-2026,UPI,Delivered,Valid
O00982,C0225,12-10-2025,COD,Delivered,Valid
O00983,C0406,20-10-2025,Debit Card,Delivered,Valid
O00984,C0387,19-04-2026,Credit Card,Delivered,Valid
O00985,C0261,08-04-2026,UPI,Delivered,Valid
O00986,C0770,13-08-2025,Debit Card,Delivered,Valid
O00987,C0532,28-12-2025,Credit Card,Cancelled,Valid
O00988,C0043,24-02-2026,Net Banking,Cancelled,Valid
O00989,C0345,04-02-2026,COD,Delivered,Valid
O00990,C0443,26-01-2026,Debit Card,Delivered,Valid
O00991,C0325,17-11-2025,COD,Delivered,Valid
O00992,C0184,12-02-2026,Credit Card,Delivered,Valid
O00993,C0661,08-08-2025,Debit Card,Delivered,Valid
O00994,C0302,14-03-2026,Net Banking,Delivered,Valid
O00995,C0660,10-08-2025,Debit Card,Delivered,Valid
O00996,C0101,30-08-2025,UPI,Delivered,Valid
O00997,C0040,06-04-2026,Credit Card,Delivered,Valid
O00998,C0202,11-06-2026,Debit Card,Delivered,Valid
O00999,C0310,17-07-2026,Debit Card,Delivered,Valid
O01000,C0723,06-05-2026,Credit Card,Processing,Valid
O01001,C0734,14-07-2026,Net Banking,Delivered,Valid
O01002,C0009,30-07-2026,Debit Card,Delivered,Valid
O01003,C0355,23-01-2026,COD,Cancelled,Valid
O01004,C0776,01-06-2026,UPI,Delivered,Valid
O01005,C0670,20-03-2026,Credit Card,Delivered,Valid
O01006,C0234,25-10-2025,Credit Card,Delivered,Valid
O01007,C0240,22-03-2026,Net Banking,Delivered,Valid
O01008,C0776,25-02-2026,COD,Delivered,Valid
O01009,C0088,08-12-2025,Credit Card,Delivered,Valid
O01010,C0789,23-06-2026,COD,Delivered,Valid
O01011,C0450,16-02-2026,Net Banking,Delivered,Valid
O01012,C0384,10-09-2025,Net Banking,Delivered,Valid
O01013,C0313,13-07-2026,UPI,Delivered,Valid
O01014,C0675,29-12-2025,Debit Card,Delivered,Valid
O01015,C0430,03-02-2026,COD,Processing,Valid
O01016,C0798,19-06-2026,Net Banking,Delivered,Valid
O01017,C0334,27-04-2026,UPI,Cancelled,Valid
O01018,C0033,10-09-2025,Credit Card,Delivered,Valid
O01019,C0582,19-05-2026,Net Banking,Cancelled,Valid
O01020,C0588,17-01-2026,COD,Delivered,Valid
O01021,C0401,02-08-2025,Net Banking,Delivered,Valid
O01022,C0193,01-03-2026,UPI,Delivered,Valid
O01023,C0584,17-02-2026,Debit Card,Delivered,Valid
O01024,C0176,23-08-2025,Net Banking,Delivered,Valid
O01025,C0033,18-06-2026,Net Banking,Delivered,Valid
O01026,C0028,04-10-2025,Credit Card,Delivered,Valid
O01027,C0396,23-11-2025,Credit Card,Delivered,Valid
O01028,C0299,03-06-2026,Net Banking,Delivered,Valid
O01029,C0466,30-07-2025,Debit Card,Delivered,Valid
O01030,C0012,26-09-2025,Debit Card,Delivered,Valid
O01031,C0401,19-09-2025,UPI,Delivered,Valid
O01032,C0550,31-01-2026,COD,Processing,Valid
O01033,C0071,16-01-2026,Credit Card,Delivered,Valid
O01034,C0211,06-12-2025,COD,,Valid
O01035,C0681,01-03-2026,Credit Card,Cancelled,Valid
O01036,C0589,06-12-2025,Net Banking,Delivered,Valid
O01037,C0515,02-07-2026,COD,Delivered,Valid
O01038,C0207,04-07-2025,Credit Card,Delivered,Valid
O01039,C0066,21-01-2026,Net Banking,Delivered,Valid
O01040,C0539,16-12-2025,Net Banking,Delivered,Valid
O01041,C0472,22-02-2026,Net Banking,Delivered,Valid
O01042,C0755,16-08-2025,Debit Card,Returned,Valid
O01043,C0468,25-12-2025,Debit Card,Delivered,Valid
O01044,C0628,28-09-2025,COD,Delivered,Valid
O01045,C0184,13-05-2026,COD,Delivered,Valid
O01046,C0394,03-06-2026,Credit Card,Returned,Valid
O01047,C0583,18-08-2025,COD,Returned,Valid
O01048,C0045,31-10-2025,Credit Card,Delivered,Valid
O01049,C0644,02-04-2026,Debit Card,Returned,Valid
O01050,C0069,23-06-2026,Credit Card,Delivered,Valid
O01051,C0422,26-07-2026,Net Banking,Delivered,Valid
O01052,C0378,09-08-2025,UPI,Delivered,Valid
O01053,C0785,14-12-2025,COD,Delivered,Valid
O01054,C0169,07-11-2025,Credit Card,Delivered,Valid
O01055,C0046,22-02-2026,UPI,Delivered,Valid
O01056,C0655,21-06-2026,COD,Delivered,Valid
O01057,C0352,17-07-2026,COD,Delivered,Valid
O01058,C0407,20-07-2025,UPI,Delivered,Valid
O01059,C0118,29-06-2026,Credit Card,Delivered,Valid
O01060,C0687,19-07-2026,COD,Delivered,Valid
O01061,C0473,04-08-2025,UPI,Delivered,Valid
O01062,C0673,02-11-2025,COD,Delivered,Valid
O01063,C0483,20-11-2025,Credit Card,Delivered,Valid
O01064,C0019,07-05-2026,UPI,Delivered,Valid
O01065,C0302,02-09-2025,Net Banking,Processing,Valid
O01066,C0401,25-09-2025,UPI,Returned,Valid
O01067,C0782,06-07-2025,Credit Card,Delivered,Valid
O01068,C0452,31-12-2025,Credit Card,Delivered,Valid
O01069,C0732,18-07-2025,Net Banking,Delivered,Valid
O01070,C0453,22-06-2026,UPI,Cancelled,Valid
O01071,C0536,25-05-2026,UPI,Delivered,Valid
O01072,C0707,05-12-2025,COD,Delivered,Valid
O01073,C0613,03-07-2025,UPI,Processing,Valid
O01074,C0387,28-07-2026,Credit Card,Delivered,Valid
O01075,C0384,31-10-2025,Credit Card,Delivered,Valid
O01076,C0017,01-02-2026,UPI,Delivered,Valid
O01077,C0346,07-10-2025,UPI,Delivered,Valid
O01078,C0099,06-06-2026,Credit Card,Processing,Valid
O01079,C0172,23-07-2025,COD,Delivered,Valid
O01080,C0111,15-12-2025,Debit Card,Delivered,Valid
O01081,C0642,06-10-2025,Net Banking,Delivered,Valid
O01082,C0555,19-01-2026,COD,Delivered,Valid
O01083,C0238,18-10-2025,UPI,Delivered,Valid
O01084,C0332,27-09-2025,UPI,Delivered,Valid
O01085,C0670,09-12-2025,UPI,Delivered,Valid
O01086,C0218,20-02-2026,Credit Card,Delivered,Valid
O01087,C0674,20-11-2025,Net Banking,Delivered,Valid
O01088,C0045,04-08-2025,Credit Card,Delivered,Valid
O01089,C0309,28-07-2026,Net Banking,Delivered,Valid
O01090,C0105,30-06-2026,Net Banking,Cancelled,Valid
O01091,C0176,06-11-2025,UPI,Cancelled,Valid
O01092,C0333,20-05-2026,COD,Returned,Valid
O01093,C0790,21-06-2026,Credit Card,Delivered,Valid
O01094,C0180,22-05-2026,Debit Card,Returned,Valid
O01095,C0494,04-08-2025,Debit Card,Delivered,Valid
O01096,C0624,26-04-2026,COD,Delivered,Valid
O01097,C0524,24-05-2026,Credit Card,Delivered,Valid
O01098,C0602,26-06-2026,UPI,Delivered,Valid
O01099,C0022,12-05-2026,UPI,Delivered,Valid
O01100,C0243,13-07-2026,COD,Processing,Valid
O01101,C0250,14-05-2026,UPI,Delivered,Valid
O01102,C0141,08-01-2026,COD,Delivered,Valid
O01103,C0207,16-09-2025,COD,Delivered,Valid
O01104,C0658,20-07-2025,Credit Card,Processing,Valid
O01105,C0613,13-02-2026,Debit Card,Delivered,Valid
O01106,C0285,10-12-2025,UPI,Delivered,Valid
O01107,C0425,28-05-2026,Debit Card,Processing,Valid
O01108,C0025,26-10-2025,Debit Card,Delivered,Valid
O01109,C0249,14-10-2025,Net Banking,Delivered,Valid
O01110,C0681,05-11-2025,Credit Card,Cancelled,Valid
O01111,C0391,24-03-2026,Debit Card,Delivered,Valid
O01112,C0453,19-05-2026,UPI,Delivered,Valid
O01113,C0504,05-08-2025,Credit Card,Delivered,Valid
O01114,C0650,11-09-2025,Credit Card,Delivered,Valid
O01115,C0094,27-09-2025,Net Banking,Delivered,Valid
O01116,C0210,29-10-2025,Net Banking,Delivered,Valid
O01117,C0437,07-07-2026,COD,Delivered,Valid
O01118,C0169,05-07-2026,Credit Card,Delivered,Valid
O01119,C0435,29-09-2025,Net Banking,Delivered,Valid
O01120,C0311,24-11-2025,Net Banking,Delivered,Valid
O01121,C0651,12-10-2025,Debit Card,Delivered,Valid
O01122,C0082,01-01-2026,COD,Delivered,Valid
O01123,C0172,27-02-2026,COD,Delivered,Valid
O01124,C0518,09-05-2026,COD,Processing,Valid
O01125,C0160,04-03-2026,UPI,Processing,Valid
O01126,C0391,04-02-2026,UPI,Processing,Valid
O01127,C0308,01-05-2026,Net Banking,Delivered,Valid
O01128,C0567,08-07-2026,Credit Card,Delivered,Valid
O01129,C0390,23-02-2026,Debit Card,Delivered,Valid
O01130,C0291,09-01-2026,Net Banking,Cancelled,Valid
O01131,C0493,06-08-2025,Debit Card,Delivered,Valid
O01132,C0733,26-02-2026,Credit Card,Delivered,Valid
O01133,C0195,03-07-2025,UPI,Delivered,Valid
O01134,C0748,07-07-2026,Debit Card,Delivered,Valid
O01135,C0415,29-01-2026,COD,Processing,Valid
O01136,C0383,13-01-2026,COD,Delivered,Valid
O01137,C0657,28-04-2026,UPI,Delivered,Valid
O01138,C0040,02-09-2025,COD,Cancelled,Valid
O01139,C0167,08-10-2025,COD,Delivered,Valid
O01140,C0790,20-07-2026,Debit Card,Delivered,Valid
O01141,C0727,08-03-2026,Debit Card,Returned,Valid
O01142,C0060,30-05-2026,COD,Delivered,Valid
O01143,C0754,04-11-2025,Credit Card,Delivered,Valid
O01144,C0036,02-01-2026,UPI,Returned,Valid
O01145,C0682,27-05-2026,Credit Card,Delivered,Valid
O01146,C0620,19-02-2026,Credit Card,Delivered,Valid
O01147,C0254,05-05-2026,Net Banking,Returned,Valid
O01148,C0166,07-07-2025,UPI,Processing,Valid
O01149,C0095,26-05-2026,COD,Delivered,Valid
O01150,C0724,27-04-2026,UPI,Delivered,Valid
O01151,C0194,02-02-2026,Credit Card,Delivered,Valid
O01152,C0259,20-06-2026,Debit Card,Delivered,Valid
O01153,C0546,03-06-2026,COD,Delivered,Valid
O01154,C0316,11-07-2026,COD,Processing,Valid
O01155,C0746,15-08-2025,UPI,Cancelled,Valid
O01156,C0587,24-12-2025,Credit Card,Delivered,Valid
O01157,C0767,16-10-2025,COD,Returned,Valid
O01158,C0316,04-07-2025,Credit Card,Delivered,Valid
O01159,C0002,19-08-2025,UPI,Processing,Valid
O01160,C0714,30-01-2026,Net Banking,Delivered,Valid
O01161,C0671,25-11-2025,COD,Delivered,Valid
O01162,C0181,08-01-2026,Credit Card,Processing,Valid
O01163,C0138,10-10-2025,COD,Delivered,Valid
O01164,C0515,26-08-2025,COD,Cancelled,Valid
O01165,C0218,04-10-2025,Credit Card,Delivered,Valid
O01166,C0768,02-10-2025,Credit Card,Delivered,Valid
O01167,C0419,11-02-2026,Net Banking,Delivered,Valid
O01168,C0652,24-09-2025,UPI,Delivered,Valid
O01169,C0088,10-01-2026,COD,Delivered,Valid
O01170,C0066,23-12-2025,UPI,Cancelled,Valid
O01171,C0241,02-03-2026,COD,Returned,Valid
O01172,C0779,21-08-2025,UPI,Delivered,Valid
O01173,C0273,20-07-2026,UPI,Returned,Valid
O01174,C0597,22-07-2025,UPI,Delivered,Valid
O01175,C0535,04-07-2025,COD,Cancelled,Valid
O01176,C0533,25-07-2026,Debit Card,Delivered,Valid
O01177,C0485,23-07-2026,Debit Card,Cancelled,Valid
O01178,C0440,20-12-2025,Debit Card,Returned,Valid
O01179,C0352,09-12-2025,Credit Card,Delivered,Valid
O01180,C0682,21-01-2026,COD,Cancelled,Valid
O01181,C0059,30-12-2025,Debit Card,Delivered,Valid
O01182,C0004,19-02-2026,COD,Processing,Valid
O01183,C0143,14-07-2025,Net Banking,Delivered,Valid
O01184,C0544,21-11-2025,Credit Card,Delivered,Valid
O01185,C0463,13-05-2026,COD,Delivered,Valid
O01186,C0424,04-06-2026,Credit Card,Delivered,Valid
O01187,C0654,12-12-2025,UPI,Cancelled,Valid
O01188,C0369,24-07-2025,Debit Card,Returned,Valid
O01189,C0455,28-10-2025,Net Banking,Delivered,Valid
O01190,C0410,14-07-2026,Net Banking,Delivered,Valid
O01191,C0357,05-02-2026,COD,Returned,Valid
O01192,C0717,21-08-2025,COD,Delivered,Valid
O01193,C0622,08-10-2025,Credit Card,Delivered,Valid
O01194,C0586,02-07-2026,Net Banking,Delivered,Valid
O01195,C0131,12-03-2026,UPI,Delivered,Valid
O01196,C0690,07-04-2026,COD,Delivered,Valid
O01197,C0457,29-08-2025,COD,Returned,Valid
O01198,C0554,01-11-2025,Credit Card,Delivered,Valid
O01199,C0175,21-07-2026,UPI,Delivered,Valid
O01200,C0446,02-07-2026,UPI,Delivered,Valid
O01201,C0335,13-01-2026,Debit Card,Delivered,Valid
O01202,C0737,09-11-2025,COD,Returned,Valid
O01203,C0127,06-06-2026,Credit Card,Delivered,Valid
O01204,C0649,07-07-2026,COD,Delivered,Valid
O01205,C0709,18-12-2025,Credit Card,Cancelled,Valid
O01206,C0785,04-05-2026,UPI,Returned,Valid
O01207,C0352,10-01-2026,COD,Returned,Valid
O01208,C0658,14-04-2026,COD,Delivered,Valid
O01209,C0229,10-11-2025,UPI,Delivered,Valid
O01210,C0090,27-08-2025,UPI,Delivered,Valid
O01211,C0759,30-04-2026,Credit Card,Processing,Valid
O01212,C0119,20-04-2026,Debit Card,Delivered,Valid
O01213,C0321,11-01-2026,Net Banking,Processing,Valid
O01214,C0002,07-12-2025,UPI,Cancelled,Valid
O01215,C0549,06-10-2025,COD,Delivered,Valid
O01216,C0328,30-07-2026,Debit Card,Returned,Valid
O01217,C0130,24-03-2026,Net Banking,Cancelled,Valid
O01218,C0228,24-08-2025,COD,Delivered,Valid
O01219,C0552,21-02-2026,Debit Card,Delivered,Valid
O01220,C0304,21-10-2025,COD,Returned,Valid
O01221,C0467,14-09-2025,Net Banking,Delivered,Valid
O01222,C0150,18-07-2026,UPI,Cancelled,Valid
O01223,C0328,06-12-2025,Net Banking,Returned,Valid
O01224,C0127,18-11-2025,Net Banking,Delivered,Valid
O01225,C0647,19-10-2025,COD,Delivered,Valid
O01226,C0722,09-01-2026,UPI,Delivered,Valid
O01227,C0157,02-07-2026,Credit Card,Processing,Valid
O01228,C0231,24-06-2026,UPI,Processing,Valid
O01229,C0184,07-03-2026,COD,Delivered,Valid
O01230,C0676,20-09-2025,UPI,Delivered,Valid
O01231,C0402,20-12-2025,COD,Returned,Valid
O01232,C0485,26-12-2025,COD,Delivered,Valid
O01233,C0074,28-03-2026,Debit Card,Delivered,Valid
O01234,C0714,08-10-2025,Net Banking,Delivered,Valid
O01235,C0100,06-09-2025,Debit Card,Processing,Valid
O01236,C0595,28-07-2025,Debit Card,Delivered,Valid
O01237,C0671,22-09-2025,Net Banking,Delivered,Valid
O01238,C0453,22-06-2026,COD,Delivered,Valid
O01239,C0149,16-10-2025,Credit Card,Processing,Valid
O01240,C0201,12-07-2026,UPI,Delivered,Valid
O01241,C0744,21-04-2026,UPI,Returned,Valid
O01242,C0152,09-01-2026,COD,Returned,Valid
O01243,C0173,29-07-2025,UPI,Delivered,Valid
O01244,C0486,30-09-2025,UPI,Delivered,Valid
O01245,C0528,29-05-2026,Debit Card,Cancelled,Valid
O01246,C0445,15-09-2025,COD,Delivered,Valid
O01247,C0035,30-08-2025,Credit Card,Delivered,Valid
O01248,C0501,02-12-2025,Net Banking,Delivered,Valid
O01249,C0669,17-07-2026,COD,Processing,Valid
O01250,C0709,09-06-2026,UPI,Processing,Valid
O01251,C0475,29-05-2026,COD,Delivered,Valid
O01252,C0648,31-05-2026,COD,Delivered,Valid
O01253,C0012,31-08-2025,UPI,Delivered,Valid
O01254,C0125,08-03-2026,Net Banking,Delivered,Valid
O01255,C0024,27-04-2026,Net Banking,Cancelled,Valid
O01256,C0492,18-11-2025,UPI,Cancelled,Valid
O01257,C0186,13-01-2026,COD,Returned,Valid
O01258,C0720,08-02-2026,Debit Card,Cancelled,Valid
O01259,C0129,20-08-2025,Debit Card,Delivered,Valid
O01260,C0731,02-04-2026,Credit Card,Delivered,Valid
O01261,C0718,11-07-2025,COD,Delivered,Valid
O01262,C0550,29-03-2026,COD,Delivered,Valid
O01263,C0532,26-04-2026,Net Banking,Processing,Valid
O01264,C0668,02-09-2025,Credit Card,Returned,Valid
O01265,C0121,01-10-2025,Net Banking,Returned,Valid
O01266,C0185,03-07-2025,Net Banking,Delivered,Valid
O01267,C0322,01-09-2025,UPI,Delivered,Valid
O01268,C0589,14-10-2025,Credit Card,Delivered,Valid
O01269,C0576,09-11-2025,UPI,Delivered,Valid
O01270,C0128,17-03-2026,Debit Card,,Valid
O01271,C0558,26-09-2025,COD,Returned,Valid
O01272,C0001,05-11-2025,Debit Card,Delivered,Valid
O01273,C0532,28-11-2025,Net Banking,Delivered,Valid
O01274,C0144,22-04-2026,COD,Returned,Valid
O01275,C0321,25-03-2026,Debit Card,Cancelled,Valid
O01276,C0552,19-03-2026,Credit Card,Returned,Valid
O01277,C0102,05-06-2026,UPI,Delivered,Valid
O01278,C0038,05-10-2025,Credit Card,Delivered,Valid
O01279,C0221,07-09-2025,Net Banking,Delivered,Valid
O01280,C0222,29-04-2026,Debit Card,Delivered,Valid
O01281,C0132,09-07-2026,Net Banking,Delivered,Valid
O01282,C0077,08-04-2026,Debit Card,Delivered,Valid
O01283,C0391,29-05-2026,Credit Card,Delivered,Valid
O01284,C0468,12-08-2025,Debit Card,Returned,Valid
O01285,C0436,21-06-2026,Credit Card,Delivered,Valid
O01286,C0209,06-08-2025,Debit Card,Cancelled,Valid
O01287,C0714,27-05-2026,Credit Card,Processing,Valid
O01288,C0382,15-04-2026,Net Banking,Cancelled,Valid
O01289,C0168,31-01-2026,Credit Card,Delivered,Valid
O01290,C0445,11-01-2026,UPI,Cancelled,Valid
O01291,C0254,09-08-2025,Debit Card,Delivered,Valid
O01292,C0545,26-08-2025,Net Banking,Delivered,Valid
O01293,C0068,16-12-2025,UPI,Delivered,Valid
O01294,C0342,17-11-2025,Credit Card,Delivered,Valid
O01295,C0281,06-07-2025,UPI,Delivered,Valid
O01296,C0228,10-01-2026,UPI,Delivered,Valid
O01297,C0180,27-03-2026,Debit Card,Cancelled,Valid
O01298,C0502,18-08-2025,Net Banking,Delivered,Valid
O01299,C0718,19-04-2026,Debit Card,Delivered,Valid
O01300,C0278,08-05-2026,UPI,Delivered,Valid
O01301,C0175,10-12-2025,COD,Delivered,Valid
O01302,C0354,15-07-2026,Net Banking,Delivered,Valid
O01303,C0609,23-01-2026,COD,Cancelled,Valid
O01304,C0131,10-11-2025,UPI,Returned,Valid
O01305,C0526,01-07-2026,Credit Card,Returned,Valid
O01306,C0130,12-09-2025,COD,Cancelled,Valid
O01307,C0754,14-11-2025,UPI,Processing,Valid
O01308,C0655,06-01-2026,Credit Card,Returned,Valid
O01309,C0624,31-01-2026,COD,Delivered,Valid
O01310,C0450,29-12-2025,COD,Delivered,Valid
O01311,C0294,19-11-2025,COD,Delivered,Valid
O01312,C0736,26-10-2025,Debit Card,Cancelled,Valid
O01313,C0090,04-12-2025,COD,Processing,Valid
O01314,C0321,16-08-2025,UPI,Delivered,Valid
O01315,C0748,31-10-2025,UPI,Delivered,Valid
O01316,C0590,30-07-2025,UPI,Processing,Valid
O01317,C0293,10-04-2026,COD,Delivered,Valid
O01318,C0435,12-06-2026,Net Banking,Processing,Valid
O01319,C0140,03-03-2026,COD,Delivered,Valid
O01320,C0702,12-06-2026,Net Banking,Returned,Valid
O01321,C0128,24-01-2026,UPI,Cancelled,Valid
O01322,C0195,17-07-2026,UPI,Processing,Valid
O01323,C0436,25-06-2026,Net Banking,Processing,Valid
O01324,C0354,03-11-2025,Net Banking,Returned,Valid
O01325,C0624,22-07-2025,Net Banking,Delivered,Valid
O01326,C0173,11-06-2026,Net Banking,Delivered,Valid
O01327,C0180,08-08-2025,Debit Card,Delivered,Valid
O01328,C0527,28-12-2025,UPI,Delivered,Valid
O01329,C0508,11-01-2026,Credit Card,Delivered,Valid
O01330,C0116,21-12-2025,Credit Card,Delivered,Valid
O01331,C0785,30-08-2025,Debit Card,Delivered,Valid
O01332,C0495,28-11-2025,Debit Card,Delivered,Valid
O01333,C0003,13-07-2026,Net Banking,Delivered,Valid
O01334,C0223,04-12-2025,Net Banking,Delivered,Valid
O01335,C0475,13-05-2026,COD,Delivered,Valid
O01336,C0365,04-07-2025,Net Banking,Delivered,Valid
O01337,C0337,30-11-2025,Debit Card,Delivered,Valid
O01338,C0006,27-12-2025,Credit Card,Delivered,Valid
O01339,C0364,05-07-2025,UPI,Delivered,Valid
O01340,C0504,10-10-2025,COD,Delivered,Valid
O01341,C0527,17-09-2025,COD,Delivered,Valid
O01342,C0500,04-07-2025,Credit Card,Processing,Valid
O01343,C0673,06-11-2025,Credit Card,Delivered,Valid
O01344,C0405,08-01-2026,Debit Card,Delivered,Valid
O01345,C0439,02-10-2025,Net Banking,Delivered,Valid
O01346,C0112,10-02-2026,COD,Delivered,Valid
O01347,C0144,29-12-2025,COD,Delivered,Valid
O01348,C0368,29-06-2026,Credit Card,Delivered,Valid
O01349,C0195,23-11-2025,UPI,Delivered,Valid
O01350,C0405,01-02-2026,Debit Card,Delivered,Valid
O01351,C0165,07-06-2026,Credit Card,Delivered,Valid
O01352,C0682,14-11-2025,UPI,Delivered,Valid
O01353,C0501,08-04-2026,COD,Returned,Valid
O01354,C0732,04-09-2025,Debit Card,Processing,Valid
O01355,C0783,21-01-2026,Net Banking,Processing,Valid
O01356,C0760,16-01-2026,Credit Card,Delivered,Valid
O01357,C0111,11-07-2025,Credit Card,Delivered,Valid
O01358,C0353,14-03-2026,UPI,Processing,Valid
O01359,C0701,30-10-2025,UPI,Returned,Valid
O01360,C0351,05-02-2026,Net Banking,Processing,Valid
O01361,C0009,08-02-2026,COD,Delivered,Valid
O01362,C0289,06-03-2026,UPI,Processing,Valid
O01363,C0440,04-11-2025,Net Banking,Delivered,Valid
O01364,C0747,19-03-2026,Credit Card,Delivered,Valid
O01365,C0288,28-07-2026,UPI,Delivered,Valid
O01366,C0718,04-11-2025,COD,Delivered,Valid
O01367,C0486,27-06-2026,UPI,Returned,Valid
O01368,C0748,15-03-2026,Net Banking,Delivered,Valid
O01369,C0194,29-04-2026,Credit Card,Delivered,Valid
O01370,C0124,06-09-2025,COD,Delivered,Valid
O01371,C0281,07-10-2025,COD,Delivered,Valid
O01372,C0019,12-05-2026,Credit Card,Delivered,Valid
O01373,C0053,11-01-2026,COD,Delivered,Valid
O01374,C0314,24-06-2026,Credit Card,Delivered,Valid
O01375,C0345,04-02-2026,COD,Delivered,Valid
O01376,C0523,04-02-2026,UPI,Delivered,Valid
O01377,C0113,15-11-2025,Debit Card,Delivered,Valid
O01378,C0360,30-06-2026,COD,Delivered,Valid
O01379,C0328,25-07-2025,Credit Card,Delivered,Valid
O01380,C0001,27-07-2025,Debit Card,Delivered,Valid
O01381,C0293,27-02-2026,Debit Card,Cancelled,Valid
O01382,C0104,06-02-2026,Credit Card,Delivered,Valid
O01383,C0504,03-01-2026,Debit Card,Delivered,Valid
O01384,C0115,19-08-2025,UPI,Returned,Valid
O01385,C0566,30-07-2026,Credit Card,Delivered,Valid
O01386,C0370,15-07-2026,Debit Card,Processing,Valid
O01387,C0798,28-04-2026,Net Banking,Cancelled,Valid
O01388,C0381,30-10-2025,Debit Card,Delivered,Valid
O01389,C0599,13-01-2026,UPI,Delivered,Valid
O01390,C0134,19-05-2026,Net Banking,Delivered,Valid
O01391,C0043,27-04-2026,Credit Card,Delivered,Valid
O01392,C0722,14-02-2026,UPI,Delivered,Valid
O01393,C0560,13-05-2026,Debit Card,Delivered,Valid
O01394,C0743,28-02-2026,Credit Card,Delivered,Valid
O01395,C0739,17-09-2025,UPI,Delivered,Valid
O01396,C0197,31-01-2026,Net Banking,Processing,Valid
O01397,C0259,24-07-2026,Net Banking,Delivered,Valid
O01398,C0375,15-02-2026,UPI,Delivered,Valid
O01399,C0070,05-03-2026,COD,Delivered,Valid
O01400,C0516,12-07-2025,Credit Card,Cancelled,Valid
O01401,C0281,22-06-2026,Credit Card,Delivered,Valid
O01402,C0047,16-04-2026,UPI,Returned,Valid
O01403,C0195,15-07-2026,COD,Delivered,Valid
O01404,C0702,30-03-2026,Net Banking,Delivered,Valid
O01405,C0170,10-02-2026,Net Banking,Delivered,Valid
O01406,C0576,16-01-2026,COD,Cancelled,Valid
O01407,C0279,14-10-2025,Credit Card,Delivered,Valid
O01408,C0164,19-04-2026,Credit Card,Cancelled,Valid
O01409,C0714,05-07-2025,Net Banking,Delivered,Valid
O01410,C0516,28-06-2026,Net Banking,Delivered,Valid
O01411,C0311,21-10-2025,Debit Card,Processing,Valid
O01412,C0275,09-04-2026,UPI,Delivered,Valid
O01413,C0230,24-07-2025,Net Banking,Delivered,Valid
O01414,C0299,21-07-2025,Credit Card,Delivered,Valid
O01415,C0137,16-11-2025,UPI,Returned,Valid
O01416,C0255,16-10-2025,Net Banking,Delivered,Valid
O01417,C0002,29-05-2026,Debit Card,Cancelled,Valid
O01418,C0620,05-01-2026,Debit Card,Delivered,Valid
O01419,C0723,08-04-2026,Debit Card,Processing,Valid
O01420,C0137,26-01-2026,Net Banking,Delivered,Valid
O01421,C0333,30-07-2025,UPI,Delivered,Valid
O01422,C0225,10-07-2026,Debit Card,Delivered,Valid
O01423,C0263,09-07-2025,Net Banking,Returned,Valid
O01424,C0797,25-04-2026,UPI,Processing,Valid
O01425,C0764,18-06-2026,COD,Returned,Valid
O01426,C0264,17-05-2026,Net Banking,Delivered,Valid
O01427,C0212,12-02-2026,Credit Card,Delivered,Valid
O01428,C0276,13-10-2025,Net Banking,Cancelled,Valid
O01429,C0771,19-01-2026,Credit Card,Delivered,Valid
O01430,C0238,09-07-2026,COD,Delivered,Valid
O01431,C0152,03-03-2026,UPI,Delivered,Valid
O01432,C0186,21-02-2026,Credit Card,Delivered,Valid
O01433,C0194,18-04-2026,COD,Processing,Valid
O01434,C0185,28-05-2026,Debit Card,Delivered,Valid
O01435,C0318,22-09-2025,Credit Card,Delivered,Valid
O01436,C0704,08-05-2026,Credit Card,Delivered,Valid
O01437,C0147,06-08-2025,COD,Delivered,Valid
O01438,C0466,27-05-2026,COD,Delivered,Valid
O01439,C0742,27-03-2026,Credit Card,Processing,Valid
O01440,C0769,07-07-2025,Net Banking,Delivered,Valid
O01441,C0387,13-01-2026,UPI,Delivered,Valid
O01442,C0014,26-07-2026,UPI,Delivered,Valid
O01443,C0255,30-07-2026,UPI,Delivered,Valid
O01444,C0147,18-05-2026,Net Banking,Delivered,Valid
O01445,C0010,24-08-2025,Net Banking,Processing,Valid
O01446,C0347,28-06-2026,UPI,Delivered,Valid
O01447,C0143,03-03-2026,Net Banking,Delivered,Valid
O01448,C0168,05-12-2025,Debit Card,Delivered,Valid
O01449,C0159,02-11-2025,UPI,Delivered,Valid
O01450,C0709,14-11-2025,Net Banking,Delivered,Valid
O01451,C0022,23-07-2025,UPI,Delivered,Valid
O01452,C0304,22-08-2025,Net Banking,Delivered,Valid
O01453,C0146,01-07-2025,Credit Card,Delivered,Valid
O01454,C0233,04-02-2026,COD,Delivered,Valid
O01455,C0362,01-06-2026,Debit Card,Delivered,Valid
