order_detail_id,order_id,Order_ID_Status,product_id,Product_ID_Status,quantity,Quantity_Status,discount,Discount_Status
OD003000,O01487,Valid,P056,Valid,2,Valid,0.1,Valid
OD003001,O01488,Valid,P130,Valid,2,Valid,0.2,Valid
OD003002,O01488,Valid,P122,Valid,3,Valid,0,Valid
OD003003,O01488,Valid,P014,Valid,4,Valid,0.05,Valid
OD003004,O01489,Valid,P134,Valid,2,Valid,0.2,Valid
OD003005,O01489,Valid,P101,Valid,1,Valid,0,Valid
OD003006,O01490,Valid,P086,Valid,4,Valid,0.05,Valid
OD003007,O01491,Valid,P061,Valid,4,Valid,0,Valid
OD003008,O01491,Valid,P067,Valid,3,Valid,0.15,Valid
OD003009,O01491,Valid,P002,Valid,4,Valid,0.15,Valid
OD003010,O01491,Valid,P089,Valid,4,Valid,0,Valid
OD003011,O01492,Valid,P052,Valid,2,Valid,0.2,Valid
OD003012,O01492,Valid,P148,Valid,1,Valid,0.05,Valid
OD003013,O01493,Valid,P116,Valid,1,Valid,0.25,Valid
OD003014,O01493,Valid,P110,Valid,1,Valid,0.05,Valid
OD003015,O01494,Valid,P083,Valid,2,Valid,0.1,Valid
OD003016,O01495,Valid,P122,Valid,2,Valid,0.15,Valid
OD003017,O01496,Valid,P128,Valid,1,Valid,0.05,Valid
OD003018,O01496,Valid,P087,Valid,1,Valid,0.1,Valid
OD003019,O01497,Valid,P020,Valid,1,Valid,0,Valid
OD003020,O01497,Valid,P008,Valid,4,Valid,0,Valid
OD003021,O01497,Valid,P062,Valid,2,Valid,0,Valid
OD003022,O01497,Valid,P135,Valid,4,Valid,0.1,Valid
OD003023,O01498,Valid,P034,Valid,1,Valid,0,Valid
OD003024,O01498,Valid,P117,Valid,3,Valid,0,Valid
OD003025,O01498,Valid,P053,Valid,1,Valid,0.2,Valid
OD003026,O01499,Valid,P124,Valid,1,Valid,0,Valid
OD003027,O01500,Valid,P020,Valid,2,Valid,0.15,Valid
OD003028,O01500,Valid,P119,Valid,1,Valid,0.1,Valid
OD003029,O01500,Valid,P095,Valid,1,Valid,0.1,Valid
OD003030,O01500,Valid,P126,Valid,1,Valid,0,Valid
OD003031,O01501,Valid,P076,Valid,1,Valid,0.05,Valid
OD003032,O01501,Valid,P041,Valid,1,Valid,0.25,Valid
OD003033,O01501,Valid,P140,Valid,2,Valid,0.1,Valid
OD003034,O01501,Valid,P096,Valid,2,Valid,0.15,Valid
OD003035,O01502,Valid,P009,Valid,1,Valid,0,Valid
OD003036,O01503,Valid,P109,Valid,2,Valid,0,Valid
OD003037,O01504,Valid,P150,Valid,4,Valid,0.25,Valid
OD003038,O01505,Valid,P048,Valid,1,Valid,0,Valid
OD003039,O01506,Valid,P106,Valid,1,Valid,0,Valid
OD003040,O01506,Valid,P146,Valid,1,Valid,0,Valid
OD003041,O01506,Valid,P141,Valid,3,Valid,,Missing
OD003042,O01507,Valid,P127,Valid,4,Valid,0,Valid
OD003043,O01508,Valid,P109,Valid,2,Valid,0,Valid
OD003044,O01509,Valid,P019,Valid,1,Valid,0.25,Valid
OD003045,O01509,Valid,P116,Valid,1,Valid,0.1,Valid
OD003046,O01509,Valid,P119,Valid,1,Valid,0.1,Valid
OD003047,O01509,Valid,P005,Valid,4,Valid,0,Valid
OD003048,O01510,Valid,P003,Valid,1,Valid,0.05,Valid
OD003049,O01511,Valid,P051,Valid,1,Valid,0.1,Valid
OD003050,O01511,Valid,P054,Valid,4,Valid,0.1,Valid
OD003051,O01512,Valid,P065,Valid,1,Valid,0.1,Valid
OD003052,O01513,Valid,P058,Valid,4,Valid,0.25,Valid
OD003053,O01513,Valid,P029,Valid,2,Valid,0,Valid
OD003054,O01514,Valid,P072,Valid,2,Valid,0,Valid
OD003055,O01514,Valid,P114,Valid,2,Valid,0,Valid
OD003056,O01515,Valid,P057,Valid,1,Valid,0.2,Valid
OD003057,O01515,Valid,P145,Valid,2,Valid,0.25,Valid
OD003058,O01516,Valid,P067,Valid,1,Valid,0,Valid
OD003059,O01517,Valid,P141,Valid,1,Valid,0,Valid
OD003060,O01518,Valid,P057,Valid,2,Valid,0.2,Valid
OD003061,O01518,Valid,P058,Valid,1,Valid,0.25,Valid
OD003062,O01518,Valid,P033,Valid,2,Valid,0,Valid
OD003063,O01519,Valid,P023,Valid,2,Valid,0,Valid
OD003064,O01519,Valid,P041,Valid,4,Valid,0.1,Valid
OD003065,O01520,Valid,P090,Valid,3,Valid,0,Valid
OD003066,O01521,Valid,P145,Valid,4,Valid,0.1,Valid
OD003067,O01522,Valid,P033,Valid,4,Valid,0.1,Valid
OD003068,O01523,Valid,P108,Valid,3,Valid,0.05,Valid
OD003069,O01523,Valid,P116,Valid,4,Valid,0,Valid
OD003070,O01523,Valid,P102,Valid,2,Valid,0.25,Valid
OD003071,O01524,Valid,P142,Valid,3,Valid,0.05,Valid
OD003072,O01525,Valid,P053,Valid,2,Valid,-0.1,Invalid
OD003073,O01526,Valid,P096,Valid,1,Valid,0.1,Valid
OD003074,O01527,Valid,P001,Valid,2,Valid,0.05,Valid
OD003075,O01527,Valid,P130,Valid,4,Valid,0,Valid
OD003076,O01527,Valid,P140,Valid,2,Valid,0.2,Valid
OD003077,O01528,Valid,P094,Valid,4,Valid,0.25,Valid
OD003078,O01528,Valid,P106,Valid,1,Valid,0,Valid
OD003079,O01529,Valid,P140,Valid,1,Valid,0.2,Valid
OD003080,O01530,Valid,P027,Valid,2,Valid,0,Valid
OD003081,O01530,Valid,P145,Valid,1,Valid,0,Valid
OD003082,O01530,Valid,P044,Valid,4,Valid,0,Valid
OD003083,O01531,Valid,P077,Valid,4,Valid,0,Valid
OD003084,O01532,Valid,P009,Valid,1,Valid,0.15,Valid
OD003085,O01532,Valid,P072,Valid,2,Valid,0,Valid
OD003086,O01533,Valid,P058,Valid,1,Valid,0.05,Valid
OD003087,O01533,Valid,P045,Valid,1,Valid,0,Valid
OD003088,O01534,Valid,P045,Valid,1,Valid,0,Valid
OD003089,O01535,Valid,P092,Valid,1,Valid,0,Valid
OD003090,O01536,Valid,P096,Valid,3,Valid,0.25,Valid
OD003091,O01537,Valid,P089,Valid,4,Valid,0,Valid
OD003092,O01538,Valid,P058,Valid,1,Valid,0.05,Valid
OD003093,,Missing,P009,Valid,1,Valid,0.25,Valid
OD003094,O01540,Valid,P149,Valid,4,Valid,0.15,Valid
OD003095,O01540,Valid,P130,Valid,4,Valid,0.15,Valid
OD003096,O01541,Valid,P054,Valid,2,Valid,0,Valid
OD003097,O01542,Valid,P063,Valid,4,Valid,0,Valid
OD003098,O01542,Valid,P050,Valid,2,Valid,0,Valid
OD003099,O01542,Valid,P042,Valid,2,Valid,0.1,Valid
OD003100,O01542,Valid,P076,Valid,1,Valid,0,Valid
OD003101,O01543,Valid,P138,Valid,3,Valid,,Missing
OD003102,O01543,Valid,P007,Valid,2,Valid,0.2,Valid
OD003103,O01543,Valid,P089,Valid,1,Valid,0,Valid
OD003104,O01543,Valid,P145,Valid,1,Valid,0.25,Valid
OD003105,O01544,Valid,P069,Valid,2,Valid,0,Valid
OD003106,O01544,Valid,P070,Valid,2,Valid,0.25,Valid
OD003107,O01544,Valid,P024,Valid,1,Valid,0.25,Valid
OD003108,O01544,Valid,P042,Valid,2,Valid,0.1,Valid
OD003109,O01545,Valid,P035,Valid,1,Valid,0,Valid
OD003110,O01546,Valid,P063,Valid,2,Valid,0.1,Valid
OD003111,O01547,Valid,P020,Valid,2,Valid,0.1,Valid
OD003112,O01548,Valid,P096,Valid,1,Valid,0,Valid
OD003113,O01549,Valid,P004,Valid,2,Valid,0,Valid
OD003114,O01550,Valid,P069,Valid,2,Valid,0,Valid
OD003115,O01550,Valid,P024,Valid,2,Valid,0.05,Valid
OD003116,O01551,Valid,P026,Valid,1,Valid,0.1,Valid
OD003117,O01551,Valid,P034,Valid,2,Valid,0,Valid
OD003118,O01552,Valid,P059,Valid,1,Valid,0,Valid
OD003119,O01552,Valid,P026,Valid,3,Valid,0.1,Valid
OD003120,O01552,Valid,P124,Valid,1,Valid,0.1,Valid
OD003121,O01553,Valid,P071,Valid,3,Valid,0.25,Valid
OD003122,O01553,Valid,P122,Valid,2,Valid,0.2,Valid
OD003123,O01553,Valid,P082,Valid,2,Valid,0.05,Valid
OD003124,O01553,Valid,P039,Valid,2,Valid,0,Valid
OD003125,O01554,Valid,P007,Valid,2,Valid,0.1,Valid
OD003126,O01555,Valid,P115,Valid,4,Valid,0.25,Valid
OD003127,O01556,Valid,P007,Valid,1,Valid,0.15,Valid
OD003128,O01557,Valid,P041,Valid,1,Valid,0.05,Valid
OD003129,O01557,Valid,P137,Valid,4,Valid,0,Valid
OD003130,O01558,Valid,P016,Valid,1,Valid,0,Valid
OD003131,O01559,Valid,P028,Valid,3,Valid,0,Valid
OD003132,O01559,Valid,P017,Valid,4,Valid,0.05,Valid
OD003133,O01559,Valid,P091,Valid,1,Valid,0,Valid
OD003134,O01560,Valid,P025,Valid,1,Valid,0,Valid
OD003135,O01561,Valid,P036,Valid,3,Valid,0,Valid
OD003136,O01561,Valid,P026,Valid,1,Valid,0,Valid
OD003137,O01561,Valid,P149,Valid,3,Valid,0.25,Valid
OD003138,O01562,Valid,P133,Valid,4,Valid,0.1,Valid
OD003139,O01563,Valid,P119,Valid,1,Valid,0.1,Valid
OD003140,O01563,Valid,P036,Valid,2,Valid,0,Valid
OD003141,O01564,Valid,P065,Valid,4,Valid,0,Valid
OD003142,O01565,Valid,P024,Valid,2,Valid,0.15,Valid
OD003143,O01566,Valid,P066,Valid,3,Valid,0.25,Valid
OD003144,O01567,Valid,P083,Valid,2,Valid,0,Valid
OD003145,O01567,Valid,P139,Valid,3,Valid,0,Valid
OD003146,O01567,Valid,P029,Valid,1,Valid,0.25,Valid
OD003147,O01568,Valid,P124,Valid,1,Valid,0.1,Valid
OD003148,O01568,Valid,P127,Valid,2,Valid,0.2,Valid
OD003149,O01569,Valid,P148,Valid,1,Valid,0,Valid
OD003150,O01569,Valid,P051,Valid,4,Valid,0,Valid
OD003151,O01570,Valid,P143,Valid,1,Valid,0,Valid
OD003152,O01570,Valid,P111,Valid,1,Valid,0.25,Valid
OD003153,O01571,Valid,P015,Valid,1,Valid,0.1,Valid
OD003154,O01571,Valid,P043,Valid,3,Valid,0.15,Valid
OD003155,O01572,Valid,P075,Valid,1,Valid,0.15,Valid
OD003156,O01572,Valid,P111,Valid,1,Valid,0.2,Valid
OD003157,O01572,Valid,P071,Valid,2,Valid,0.25,Valid
OD003158,O01573,Valid,P092,Valid,4,Valid,0.2,Valid
OD003159,O01573,Valid,P135,Valid,2,Valid,0,Valid
OD003160,O01573,Valid,P136,Valid,4,Valid,0.05,Valid
OD003161,O01573,Valid,P050,Valid,3,Valid,0.1,Valid
OD003162,O01574,Valid,P123,Valid,4,Valid,0,Valid
OD003163,O01574,Valid,P035,Valid,1,Valid,0.2,Valid
OD003164,O01574,Valid,P104,Valid,2,Valid,0.05,Valid
OD003165,O01575,Valid,P124,Valid,3,Valid,0.15,Valid
OD003166,O01575,Valid,P033,Valid,4,Valid,0,Valid
OD003167,O01576,Valid,P079,Valid,1,Valid,0.25,Valid
OD003168,O01577,Valid,P082,Valid,2,Valid,0,Valid
OD003169,O01577,Valid,P096,Valid,2,Valid,0,Valid
OD003170,O01577,Valid,P021,Valid,1,Valid,0,Valid
OD003171,O01577,Valid,P150,Valid,4,Valid,0.05,Valid
OD003172,O01578,Valid,P028,Valid,2,Valid,0,Valid
OD003173,O01579,Valid,P104,Valid,1,Valid,0.25,Valid
OD003174,O01580,Valid,P115,Valid,1,Valid,0.15,Valid
OD003175,O01581,Valid,P049,Valid,1,Valid,0.2,Valid
OD003176,O01581,Valid,P065,Valid,1,Valid,0,Valid
OD003177,O01582,Valid,P044,Valid,1,Valid,0.05,Valid
OD003178,O01582,Valid,P042,Valid,2,Valid,0.15,Valid
OD003179,O01582,Valid,P063,Valid,1,Valid,0.15,Valid
OD003180,O01582,Valid,P071,Valid,1,Valid,0.25,Valid
OD003181,O01583,Valid,P107,Valid,2,Valid,0,Valid
OD003182,O01584,Valid,P114,Valid,2,Valid,0,Valid
OD003183,O01584,Valid,P011,Valid,1,Valid,0.25,Valid
OD003184,O01584,Valid,P035,Valid,1,Valid,0.25,Valid
OD003185,O01584,Valid,P105,Valid,4,Valid,0,Valid
OD003186,O01585,Valid,P093,Valid,1,Valid,0,Valid
OD003187,O01585,Valid,P111,Valid,1,Valid,0.1,Valid
OD003188,O01586,Valid,P073,Valid,2,Valid,0,Valid
OD003189,O01586,Valid,P011,Valid,1,Valid,0.2,Valid
OD003190,O01586,Valid,P005,Valid,4,Valid,0,Valid
OD003191,O01586,Valid,P060,Valid,2,Valid,0,Valid
OD003192,O01587,Valid,P095,Valid,4,Valid,0,Valid
OD003193,O01588,Valid,P046,Valid,1,Valid,0.05,Valid
OD003194,O01588,Valid,P035,Valid,4,Valid,0.1,Valid
OD003195,O01589,Valid,P023,Valid,2,Valid,0,Valid
OD003196,O01590,Valid,P002,Valid,2,Valid,0,Valid
OD003197,O01590,Valid,P012,Valid,2,Valid,0,Valid
OD003198,O01591,Valid,P125,Valid,1,Valid,0.1,Valid
OD003199,O01591,Valid,P010,Valid,1,Valid,0.1,Valid
OD003200,O01592,Valid,P108,Valid,4,Valid,0.25,Valid
OD003201,O01593,Valid,P122,Valid,2,Valid,0.25,Valid
OD003202,O01594,Valid,P101,Valid,1,Valid,0,Valid
OD003203,O01595,Valid,P135,Valid,1,Valid,0.15,Valid
OD003204,O01595,Valid,P091,Valid,1,Valid,0,Valid
OD003205,O01595,Valid,P003,Valid,2,Valid,0,Valid
OD003206,O01596,Valid,P070,Valid,2,Valid,0,Valid
OD003207,O01597,Valid,P109,Valid,4,Valid,0,Valid
OD003208,O01597,Valid,P038,Valid,3,Valid,0,Valid
OD003209,O01598,Valid,P051,Valid,4,Valid,0.1,Valid
OD003210,O01599,Valid,P004,Valid,3,Valid,0.25,Valid
OD003211,O01600,Valid,P067,Valid,3,Valid,0,Valid
OD003212,O01600,Valid,P073,Valid,2,Valid,0.05,Valid
OD003213,O01601,Valid,P052,Valid,3,Valid,0,Valid
OD003214,O01602,Valid,P090,Valid,4,Valid,0.05,Valid
OD003215,O01602,Valid,P071,Valid,1,Valid,0.2,Valid
OD003216,O01603,Valid,P118,Valid,1,Valid,0.1,Valid
OD003217,O01604,Valid,P100,Valid,1,Valid,0.1,Valid
OD003218,O01604,Valid,P134,Valid,2,Valid,0.25,Valid
OD003219,O01605,Valid,P109,Valid,4,Valid,0.2,Valid
OD003220,O01606,Valid,P065,Valid,2,Valid,0.05,Valid
OD003221,O01607,Valid,P012,Valid,4,Valid,0.05,Valid
OD003222,O01608,Valid,P018,Valid,1,Valid,0.25,Valid
OD003223,O01608,Valid,P122,Valid,1,Valid,0,Valid
OD003224,O01609,Valid,P141,Valid,1,Valid,0,Valid
OD003225,O01609,Valid,P113,Valid,4,Valid,0.25,Valid
OD003226,O01610,Valid,P145,Valid,1,Valid,0.05,Valid
OD003227,O01610,Valid,P049,Valid,3,Valid,0,Valid
OD003228,O01611,Valid,P044,Valid,1,Valid,0.15,Valid
OD003229,O01612,Valid,P114,Valid,1,Valid,0.05,Valid
OD003230,O01613,Valid,P069,Valid,1,Valid,0.05,Valid
OD003231,O01613,Valid,P020,Valid,1,Valid,0.1,Valid
OD003232,O01613,Valid,P128,Valid,4,Valid,0.05,Valid
OD003233,O01613,Valid,P044,Valid,4,Valid,0,Valid
OD003234,O01614,Valid,P100,Valid,1,Valid,0.1,Valid
OD003235,O01614,Valid,P147,Valid,2,Valid,0.25,Valid
OD003236,O01615,Valid,P043,Valid,1,Valid,0.25,Valid
OD003237,O01616,Valid,P138,Valid,1,Valid,0.2,Valid
OD003238,O01617,Valid,P097,Valid,4,Valid,0.25,Valid
OD003239,O01618,Valid,P108,Valid,2,Valid,0.15,Valid
OD003240,O01619,Valid,P072,Valid,3,Valid,0.1,Valid
OD003241,O01620,Valid,P051,Valid,2,Valid,0.1,Valid
OD003242,O01621,Valid,P069,Valid,1,Valid,0.15,Valid
OD003243,O01621,Valid,P017,Valid,1,Valid,0,Valid
OD003244,O01621,Valid,P004,Valid,2,Valid,0.25,Valid
OD003245,O01622,Valid,P081,Valid,2,Valid,0.2,Valid
OD003246,O01623,Valid,P045,Valid,1,Valid,0.1,Valid
OD003247,O01624,Valid,P072,Valid,4,Valid,0.15,Valid
OD003248,O01624,Valid,P061,Valid,2,Valid,0,Valid
OD003249,O01624,Valid,P083,Valid,4,Valid,0.25,Valid
OD003250,O01625,Valid,P149,Valid,4,Valid,0,Valid
OD003251,O01626,Valid,P137,Valid,1,Valid,0.2,Valid
OD003252,O01626,Valid,P020,Valid,2,Valid,0,Valid
OD003253,O01627,Valid,P126,Valid,4,Valid,0.2,Valid
OD003254,O01628,Valid,P106,Valid,1,Valid,0.1,Valid
OD003255,O01628,Valid,P025,Valid,2,Valid,0.15,Valid
OD003256,O01628,Valid,P076,Valid,1,Valid,0.05,Valid
OD003257,O01629,Valid,P118,Valid,1,Valid,0.1,Valid
OD003258,O01630,Valid,P097,Valid,4,Valid,0.1,Valid
OD003259,O01630,Valid,P022,Valid,4,Valid,0.2,Valid
OD003260,O01630,Valid,P139,Valid,4,Valid,0.05,Valid
OD003261,O01631,Valid,P066,Valid,4,Valid,0.1,Valid
OD003262,O01631,Valid,P107,Valid,1,Valid,0.2,Valid
OD003263,O01632,Valid,P060,Valid,2,Valid,0.25,Valid
OD003264,O01632,Valid,P104,Valid,4,Valid,0,Valid
OD003265,O01633,Valid,P077,Valid,3,Valid,0,Valid
OD003266,O01634,Valid,P096,Valid,3,Valid,0.15,Valid
OD003267,O01634,Valid,P133,Valid,2,Valid,0,Valid
OD003268,O01635,Valid,P039,Valid,2,Valid,0.1,Valid
OD003269,O01636,Valid,P043,Valid,1,Valid,0.25,Valid
OD003270,O01636,Valid,P148,Valid,2,Valid,0.05,Valid
OD003271,O01636,Valid,P029,Valid,1,Valid,0,Valid
OD003272,O01637,Valid,P117,Valid,1,Valid,0.05,Valid
OD003273,O01637,Valid,P144,Valid,1,Valid,0.05,Valid
OD003274,O01637,Valid,P099,Valid,2,Valid,0.25,Valid
OD003275,O01638,Valid,P009,Valid,1,Valid,0,Valid
OD003276,O01638,Valid,P087,Valid,3,Valid,0,Valid
OD003277,O01639,Valid,P069,Valid,2,Valid,0.15,Valid
OD003278,O01639,Valid,P109,Valid,1,Valid,0,Valid
OD003279,O01640,Valid,P102,Valid,2,Valid,0.2,Valid
OD003280,O01641,Valid,P055,Valid,4,Valid,0.1,Valid
OD003281,O01641,Valid,P006,Valid,2,Valid,0.2,Valid
OD003282,O01642,Valid,P031,Valid,3,Valid,0,Valid
OD003283,O01642,Valid,P141,Valid,2,Valid,0.1,Valid
OD003284,O01642,Valid,P035,Valid,4,Valid,0.1,Valid
OD003285,O01642,Valid,P047,Valid,2,Valid,0.2,Valid
OD003286,O01643,Valid,P021,Valid,2,Valid,0,Valid
OD003287,O01644,Valid,P132,Valid,2,Valid,0.05,Valid
OD003288,O01644,Valid,P116,Valid,1,Valid,0.15,Valid
OD003289,,Missing,P131,Valid,4,Valid,0.05,Valid
OD003290,O01644,Valid,P130,Valid,3,Valid,0.15,Valid
OD003291,O01645,Valid,P012,Valid,2,Valid,0.1,Valid
OD003292,O01645,Valid,P100,Valid,1,Valid,0.05,Valid
OD003293,O01645,Valid,P121,Valid,3,Valid,0.25,Valid
OD003294,O01645,Valid,P053,Valid,1,Valid,0.2,Valid
OD003295,O01646,Valid,P129,Valid,2,Valid,0,Valid
OD003296,O01646,Valid,P124,Valid,3,Valid,0.25,Valid
OD003297,O01647,Valid,P083,Valid,4,Valid,0,Valid
OD003298,O01648,Valid,P078,Valid,3,Valid,0.1,Valid
OD003299,O01648,Valid,P147,Valid,1,Valid,0.05,Valid
OD003300,O01648,Valid,P036,Valid,3,Valid,0.25,Valid
OD003301,O01648,Valid,P031,Valid,2,Valid,0.1,Valid
OD003302,O01649,Valid,P020,Valid,1,Valid,0.1,Valid
OD003303,O01649,Valid,P140,Valid,2,Valid,0,Valid
OD003304,O01649,Valid,P103,Valid,1,Valid,0.25,Valid
OD003305,O01649,Valid,P114,Valid,1,Valid,0.25,Valid
OD003306,O01650,Valid,P103,Valid,4,Valid,0,Valid
OD003307,O01651,Valid,P004,Valid,1,Valid,0.25,Valid
OD003308,O01651,Valid,P122,Valid,2,Valid,0.15,Valid
OD003309,O01652,Valid,P131,Valid,4,Valid,0.15,Valid
OD003310,O01653,Valid,P146,Valid,4,Valid,0.15,Valid
OD003311,O01654,Valid,P126,Valid,1,Valid,0.15,Valid
OD003312,O01655,Valid,P108,Valid,3,Valid,0.05,Valid
OD003313,O01656,Valid,P053,Valid,2,Valid,0.2,Valid
OD003314,O01656,Valid,P060,Valid,1,Valid,0.15,Valid
OD003315,O01656,Valid,P119,Valid,2,Valid,0.25,Valid
OD003316,O01656,Valid,P024,Valid,4,Valid,0.05,Valid
OD003317,O01657,Valid,P068,Valid,2,Valid,0.15,Valid
OD003318,O01657,Valid,P044,Valid,1,Valid,0,Valid
OD003319,O01658,Valid,P053,Valid,3,Valid,0.2,Valid
OD003320,O01659,Valid,P138,Valid,1,Valid,0.2,Valid
OD003321,O01659,Valid,P061,Valid,4,Valid,0,Valid
OD003322,O01660,Valid,P078,Valid,3,Valid,0.2,Valid
OD003323,O01661,Valid,P005,Valid,1,Valid,0.05,Valid
OD003324,O01661,Valid,P029,Valid,4,Valid,0.15,Valid
OD003325,O01662,Valid,P108,Valid,1,Valid,0.1,Valid
OD003326,O01662,Valid,P116,Valid,2,Valid,0,Valid
OD003327,O01663,Valid,P088,Valid,4,Valid,0.15,Valid
OD003328,O01664,Valid,P049,Valid,1,Valid,0.05,Valid
OD003329,O01664,Valid,P001,Valid,2,Valid,0.15,Valid
OD003330,O01665,Valid,P070,Valid,1,Valid,0.15,Valid
OD003331,O01666,Valid,P072,Valid,4,Valid,0,Valid
OD003332,O01666,Valid,P063,Valid,3,Valid,0,Valid
OD003333,O01667,Valid,P020,Valid,2,Valid,0.1,Valid
OD003334,O01667,Valid,P120,Valid,2,Valid,0.25,Valid
OD003335,O01667,Valid,P138,Valid,1,Valid,0.1,Valid
OD003336,O01667,Valid,P029,Valid,3,Valid,0.1,Valid
OD003337,O01668,Valid,P070,Valid,1,Valid,0.2,Valid
OD003338,O01668,Valid,P057,Valid,2,Valid,0.15,Valid
OD003339,O01668,Valid,P030,Valid,4,Valid,0.25,Valid
OD003340,O01669,Valid,P014,Valid,4,Valid,0.15,Valid
OD003341,O01669,Valid,P027,Valid,3,Valid,0.2,Valid
OD003342,O01669,Valid,P098,Valid,1,Valid,0.25,Valid
OD003343,O01669,Valid,P065,Valid,3,Valid,0.15,Valid
OD003344,O01670,Valid,P085,Valid,1,Valid,0,Valid
OD003345,O01671,Valid,P012,Valid,2,Valid,0,Valid
OD003346,O01671,Valid,P030,Valid,2,Valid,0,Valid
OD003347,O01672,Valid,P077,Valid,2,Valid,0,Valid
OD003348,O01672,Valid,P011,Valid,1,Valid,0,Valid
OD003349,O01673,Valid,P139,Valid,2,Valid,0.2,Valid
OD003350,O01673,Valid,P009,Valid,4,Valid,0.25,Valid
OD003351,O01674,Valid,P117,Valid,1,Valid,0.1,Valid
OD003352,O01675,Valid,P136,Valid,1,Valid,0.15,Valid
OD003353,O01676,Valid,P141,Valid,3,Valid,0.25,Valid
OD003354,O01676,Valid,P045,Valid,4,Valid,0.05,Valid
OD003355,O01677,Valid,P077,Valid,3,Valid,0.25,Valid
OD003356,O01677,Valid,P135,Valid,1,Valid,0.1,Valid
OD003357,O01677,Valid,P084,Valid,1,Valid,0.15,Valid
OD003358,O01677,Valid,P008,Valid,2,Valid,0.2,Valid
OD003359,O01678,Valid,P087,Valid,1,Valid,0.2,Valid
OD003360,O01678,Valid,P145,Valid,3,Valid,0.1,Valid
OD003361,O01679,Valid,P071,Valid,2,Valid,0.15,Valid
OD003362,O01679,Valid,P023,Valid,1,Valid,0.1,Valid
OD003363,O01679,Valid,P020,Valid,2,Valid,0.2,Valid
OD003364,O01680,Valid,P099,Valid,4,Valid,0,Valid
OD003365,O01681,Valid,P121,Valid,2,Valid,0.1,Valid
OD003366,O01682,Valid,P004,Valid,2,Valid,0,Valid
OD003367,O01683,Valid,P035,Valid,1,Valid,0.15,Valid
OD003368,O01683,Valid,P005,Valid,1,Valid,0.1,Valid
OD003369,O01684,Valid,P045,Valid,2,Valid,0,Valid
OD003370,O01685,Valid,P068,Valid,1,Valid,0.05,Valid
OD003371,O01685,Valid,P072,Valid,4,Valid,0.15,Valid
OD003372,O01685,Valid,P069,Valid,2,Valid,0.2,Valid
OD003373,O01686,Valid,P048,Valid,2,Valid,0.2,Valid
OD003374,O01686,Valid,P065,Valid,4,Valid,0.1,Valid
OD003375,O01686,Valid,P086,Valid,1,Valid,0,Valid
OD003376,O01687,Valid,P003,Valid,3,Valid,0.2,Valid
OD003377,O01688,Valid,P037,Valid,1,Valid,0,Valid
OD003378,O01689,Valid,P096,Valid,2,Valid,0,Valid
OD003379,O01689,Valid,P056,Valid,2,Valid,0,Valid
OD003380,O01689,Valid,P105,Valid,1,Valid,0,Valid
OD003381,O01690,Valid,P094,Valid,1,Valid,0,Valid
OD003382,O01690,Valid,P064,Valid,2,Valid,0.05,Valid
OD003383,O01691,Valid,P116,Valid,4,Valid,0.25,Valid
OD003384,O01691,Valid,P104,Valid,3,Valid,0,Valid
OD003385,O01692,Valid,P097,Valid,3,Valid,0.25,Valid
OD003386,O01693,Valid,P001,Valid,4,Valid,0.05,Valid
OD003387,O01693,Valid,P034,Valid,1,Valid,0.1,Valid
OD003388,O01694,Valid,P035,Valid,4,Valid,0.25,Valid
OD003389,O01695,Valid,P079,Valid,1,Valid,0,Valid
OD003390,O01695,Valid,P011,Valid,3,Valid,0.25,Valid
OD003391,O01695,Valid,P091,Valid,2,Valid,0.05,Valid
OD003392,O01696,Valid,P021,Valid,4,Valid,0.1,Valid
OD003393,O01696,Valid,P137,Valid,4,Valid,0.05,Valid
OD003394,O01697,Valid,P072,Valid,4,Valid,0.2,Valid
OD003395,O01697,Valid,P005,Valid,1,Valid,0.25,Valid
OD003396,O01697,Valid,P063,Valid,2,Valid,0.15,Valid
OD003397,O01697,Valid,P103,Valid,1,Valid,0,Valid
OD003398,O01698,Valid,P146,Valid,2,Valid,0.1,Valid
OD003399,O01699,Valid,P133,Valid,1,Valid,0.05,Valid
OD003400,O01700,Valid,P103,Valid,1,Valid,0,Valid
OD003401,O01700,Valid,P106,Valid,1,Valid,0.1,Valid
OD003402,O01700,Valid,P039,Valid,1,Valid,0.1,Valid
OD003403,O01701,Valid,P119,Valid,2,Valid,0.05,Valid
OD003404,O01701,Valid,P136,Valid,2,Valid,0,Valid
OD003405,O01702,Valid,P096,Valid,2,Valid,0.05,Valid
OD003406,O01703,Valid,P125,Valid,1,Valid,,Missing
OD003407,O01703,Valid,P045,Valid,1,Valid,0.05,Valid
OD003408,O01704,Valid,P135,Valid,2,Valid,0,Valid
OD003409,O01705,Valid,P106,Valid,2,Valid,0.15,Valid
OD003410,O01706,Valid,P003,Valid,2,Valid,0.1,Valid
OD003411,O01707,Valid,P019,Valid,2,Valid,0.15,Valid
OD003412,O01707,Valid,P117,Valid,2,Valid,0,Valid
OD003413,O01708,Valid,P089,Valid,2,Valid,0.15,Valid
OD003414,O01709,Valid,P040,Valid,1,Valid,0,Valid
OD003415,O01709,Valid,P141,Valid,1,Valid,0.25,Valid
OD003416,O01710,Valid,P123,Valid,2,Valid,0.15,Valid
OD003417,O01710,Valid,P103,Valid,2,Valid,0.2,Valid
